chr	start	end	replication_time	expression_CCLE	noncoding_mutation_rate
7	63400001	63500000	1098	862	1.05E-05
7	63500001	63600000	1193	37551	1.00E-05
7	63600001	63700000	1165	3384	1.17E-05
7	63700001	63800000	1126	39174	8.07E-06
7	63800001	63900000	1128	409879	7.67E-06
7	63900001	64000000	1135	218924	6.29E-06
7	64000001	64100000	1110	89210	6.06E-06
7	64100001	64200000	1062	427714	5.10E-06
7	64200001	64300000	1035	227349	3.42E-06
7	64300001	64400000	1017	159932	2.43E-06
7	64400001	64500000	994	576315	3.42E-06
7	64500001	64600000	947	282988	5.47E-06
7	64600001	64700000	952	70406	8.14E-06
7	64700001	64800000	899	60584	4.08E-06
7	64800001	64900000	894	214266	3.79E-06
7	64900001	65000000	820	45246	8.44E-06
7	65000001	65100000	873	30678	7.89E-06
7	65100001	65200000	701	263164	4.95E-06
7	65200001	65300000	522	368081	4.86E-06
7	65300001	65400000	474	188926	3.05E-06
7	65400001	65500000	365	1423950	2.38E-06
7	65500001	65600000	252	643160	2.38E-06
7	65600001	65700000	345	584844	2.35E-06
7	65700001	65800000	399	121976	2.83E-06
7	65800001	65900000	412	690770	2.09E-06
7	65900001	66000000	362	222419	1.74E-06
7	66000001	66100000	263	853988	2.82E-06
7	66100001	66200000	246	773002	1.33E-06
7	66200001	66300000	302	670574	1.93E-06
7	66300001	66400000	186	363835	2.81E-06
7	66400001	66500000	228	1808789	3.99E-06
7	66500001	66600000	355	129519	3.27E-06
7	66600001	66700000	491	118526	3.37E-06
7	66700001	66800000	477	603449	3.70E-06
7	66800001	66900000	556	74373	4.32E-06
7	66900001	67000000	598	730	5.73E-06
7	67000001	67100000	706	370	6.09E-06
7	67100001	67200000	802	2830	6.78E-06
7	67200001	67300000	862	735	6.89E-06
7	67300001	67400000	882	208	7.98E-06
7	67400001	67500000	930	94	6.74E-06
7	67500001	67600000	941	439	8.49E-06
7	67600001	67700000	978	252	8.78E-06
7	67700001	67800000	976	1374	8.39E-06
7	67800001	67900000	981	908	8.92E-06
7	67900001	68000000	918	153	9.03E-06
7	68000001	68100000	944	94	9.22E-06
7	68100001	68200000	930	1787	9.58E-06
7	68200001	68300000	913	1166	8.21E-06
7	68300001	68400000	862	361	9.03E-06
7	68400001	68500000	839	181	8.10E-06
7	68500001	68600000	721	2104	8.64E-06
7	68600001	68700000	634	832	8.53E-06
7	68700001	68800000	576	483	8.41E-06
7	68800001	68900000	537	720	7.20E-06
7	68900001	69000000	490	270	7.03E-06
7	69000001	69100000	537	23674	4.31E-06
7	69100001	69200000	570	25437	4.99E-06
7	69200001	69300000	607	25815	5.05E-06
7	69300001	69400000	684	18850	4.84E-06
7	69400001	69500000	805	29907	4.45E-06
7	69500001	69600000	892	16237	3.91E-06
7	69600001	69700000	948	51965	4.93E-06
7	69700001	69800000	968	23510	3.41E-06
7	69800001	69900000	950	16191	3.85E-06
7	69900001	70000000	906	52869	4.93E-06
7	70000001	70100000	951	36265	1.76E-06
7	70100001	70200000	984	75796	3.22E-06
7	70200001	70300000	997	373943	3.34E-06
7	70300001	70400000	1031	312	5.19E-06
7	70400001	70500000	1054	230	7.55E-06
7	70500001	70600000	1086	12630	7.40E-06
7	70600001	70700000	1094	13532	8.46E-06
7	70700001	70800000	1070	7317	9.06E-06
7	70800001	70900000	1050	17880	9.47E-06
7	70900001	71000000	1038	13124	7.80E-06
7	71000001	71100000	1011	13961	8.70E-06
7	71100001	71200000	995	35203	8.42E-06
7	71200001	71300000	971	5499	8.98E-06
7	71300001	71400000	956	1407	8.19E-06
7	71400001	71500000	927	2463	9.06E-06
7	71500001	71600000	891	1801	8.28E-06
7	71600001	71700000	870	2813	8.49E-06
7	71700001	71800000	847	2951	7.09E-06
7	71800001	71900000	748	3541	5.80E-06
7	71900001	72000000	634	5825	5.21E-06
7	72000001	72100000	621	84527	8.32E-06
7	72100001	72200000	600	56793	7.17E-06
7	72200001	72300000	487	93974	3.55E-06
7	72300001	72400000	380	727258	3.94E-06
7	72400001	72500000	332	1920929	4.61E-06
7	72500001	72600000	NaN	212636	5.93E-05
7	72600001	72700000	193	924531	4.84E-06
7	72700001	72800000	422	701137	3.54E-06
7	72800001	72900000	399	1973081	2.82E-06
7	72900001	73000000	162	1362381	2.35E-06
7	73000001	73100000	171	536171	2.65E-06
7	73100001	73200000	214	1706983	2.86E-06
7	73200001	73300000	208	1518767	2.94E-06
7	73300001	73400000	205	1356	3.00E-06
7	73400001	73500000	240	81173	2.33E-06
7	73500001	73600000	219	750498	2.16E-06
7	73600001	73700000	190	3882082	2.11E-06
7	73700001	73800000	202	416029	2.50E-06
7	73800001	73900000	179	437568	1.07E-06
7	73900001	74000000	194	489170	1.74E-06
7	74000001	74100000	181	462142	2.42E-06
7	74100001	74200000	151	1965529	3.56E-06
7	74200001	74300000	125	719411	7.88E-06
7	74300001	74400000	173	301867	8.55E-06
7	74400001	74500000	NaN	630346	4.32E-06
7	74500001	74600000	220	300858	7.04E-06
7	74600001	74700000	NaN	1288698	4.11E-08
7	74700001	74800000	NaN	261417	2.28E-05
7	74800001	74900000	NaN	231580	1.44E-06
7	74900001	75000000	NaN	480379	7.55E-06
7	75000001	75100000	NaN	1970437	4.56E-06
7	75100001	75200000	337	971488	3.98E-06
7	75200001	75300000	326	130321	2.57E-06
7	75300001	75400000	303	155075	2.01E-06
7	75400001	75500000	255	60168	2.91E-06
7	75500001	75600000	174	659110	1.93E-06
7	75600001	75700000	218	3607533	1.64E-06
7	75700001	75800000	161	99170	2.80E-06
7	75800001	75900000	190	15149	3.58E-06
7	75900001	76000000	195	4500740	2.59E-06
7	76000001	76100000	181	291205	4.79E-06
7	76100001	76200000	220	767564	6.55E-06
7	76200001	76300000	202	718759	5.53E-06
7	76300001	76400000	301	50878	4.36E-06
7	76400001	76500000	390	18782	3.40E-06
7	76500001	76600000	462	113247	4.00E-06
7	76600001	76700000	584	417894	8.36E-06
7	76700001	76800000	536	218868	4.73E-06
7	76800001	76900000	594	187810	2.34E-06
7	76900001	77000000	639	193627	1.75E-06
7	77000001	77100000	573	72618	2.33E-06
7	77100001	77200000	465	198768	2.49E-06
7	77200001	77300000	489	964538	2.54E-06
7	77300001	77400000	675	374134	2.42E-06
7	77400001	77500000	795	530786	2.47E-06
7	77500001	77600000	730	679022	2.28E-06
7	77600001	77700000	639	68487	4.59E-06
7	77700001	77800000	693	12696	4.29E-06
7	77800001	77900000	782	7955	3.50E-06
7	77900001	78000000	853	5888	3.87E-06
7	78000001	78100000	931	2471	4.60E-06
7	78100001	78200000	961	3700	4.64E-06
7	78200001	78300000	980	3765	6.05E-06
7	78300001	78400000	971	4041	4.35E-06
7	78400001	78500000	985	8436	5.63E-06
7	78500001	78600000	1055	14181	6.14E-06
7	78600001	78700000	1047	8531	4.80E-06
7	78700001	78800000	1031	9916	4.80E-06
7	78800001	78900000	1000	13035	3.72E-06
7	78900001	79000000	888	19756	4.30E-06
7	79000001	79100000	955	124848	4.74E-06
7	79100001	79200000	932	9055	5.13E-06
7	79200001	79300000	914	542	7.42E-06
7	79300001	79400000	917	563	6.05E-06
7	79400001	79500000	881	214	5.95E-06
7	79500001	79600000	785	953	7.08E-06
7	79600001	79700000	581	1405	4.96E-06
7	79700001	79800000	494	86447	3.14E-06
7	79800001	79900000	475	312815	3.75E-06
7	79900001	80000000	418	3832	2.90E-06
7	80000001	80100000	419	5251	3.82E-06
7	80100001	80200000	385	2523	3.80E-06
7	80200001	80300000	407	123242	3.88E-06
7	80300001	80400000	351	547917	3.83E-06
7	80400001	80500000	392	285448	3.00E-06
7	80500001	80600000	419	161085	3.75E-06
7	80600001	80700000	392	2201	5.51E-06
7	80700001	80800000	501	4525	3.57E-06
7	80800001	80900000	508	29391	3.98E-06
7	80900001	81000000	508	955	3.22E-06
7	81000001	81100000	528	3051	4.32E-06
7	81100001	81200000	512	6229	4.23E-06
7	81200001	81300000	509	14610	5.24E-06
7	81300001	81400000	518	354114	5.62E-06
7	81400001	81500000	604	6784	8.13E-06
7	81500001	81600000	691	156243	6.61E-06
7	81600001	81700000	727	76810	3.91E-06
7	81700001	81800000	838	27045	4.46E-06
7	81800001	81900000	916	17918	5.50E-06
7	81900001	82000000	970	47567	5.09E-06
7	82000001	82100000	982	28774	4.63E-06
7	82100001	82200000	1008	6722	4.58E-06
7	82200001	82300000	1035	6500	6.12E-06
7	82300001	82400000	1031	7451	5.97E-06
7	82400001	82500000	1075	95281	5.18E-06
7	82500001	82600000	1075	139668	5.06E-06
7	82600001	82700000	1052	18723	5.05E-06
7	82700001	82800000	1035	60929	4.31E-06
7	82800001	82900000	975	242	6.79E-06
7	82900001	83000000	975	44462	6.56E-06
7	83000001	83100000	955	80295	4.90E-06
7	83100001	83200000	932	24205	5.07E-06
7	83200001	83300000	930	46090	5.59E-06
7	83300001	83400000	900	20291	6.26E-06
7	83400001	83500000	831	6159	4.15E-06
7	83500001	83600000	648	274557	6.61E-06
7	83600001	83700000	540	215252	6.36E-06
7	83700001	83800000	492	71047	3.88E-06
7	83800001	83900000	601	61318	3.16E-06
7	83900001	84000000	569	14836	4.30E-06
7	84000001	84100000	714	6937	5.58E-06
7	84100001	84200000	589	8606	4.48E-06
7	84200001	84300000	591	6560	4.93E-06
7	84300001	84400000	519	3082	4.95E-06
7	84400001	84500000	614	5301	5.56E-06
7	84500001	84600000	628	14687	5.74E-06
7	84600001	84700000	675	119346	4.43E-06
7	84700001	84800000	646	25144	4.38E-06
7	84800001	84900000	831	23433	5.72E-06
7	84900001	85000000	891	2068	6.02E-06
7	85000001	85100000	895	2137	6.35E-06
7	85100001	85200000	696	1277	5.82E-06
7	85200001	85300000	706	3731	5.66E-06
7	85300001	85400000	543	17610	4.98E-06
7	85400001	85500000	695	10308	6.21E-06
7	85500001	85600000	856	2600	7.07E-06
7	85600001	85700000	917	728	9.27E-06
7	85700001	85800000	941	810	1.10E-05
7	85800001	85900000	966	355	1.04E-05
7	85900001	86000000	995	427	1.13E-05
7	86000001	86100000	994	246	9.92E-06
7	86100001	86200000	1021	175	8.59E-06
7	86200001	86300000	1046	107	8.09E-06
7	86300001	86400000	1072	138	6.77E-06
7	86400001	86500000	1072	20049	4.51E-06
7	86500001	86600000	1108	179588	3.76E-06
7	86600001	86700000	1087	19863	4.27E-06
7	86700001	86800000	1048	275737	4.32E-06
7	86800001	86900000	1011	897555	3.74E-06
7	86900001	87000000	944	212914	3.13E-06
7	87000001	87100000	876	211092	3.05E-06
7	87100001	87200000	837	178557	3.76E-06
7	87200001	87300000	752	23743	4.36E-06
7	87300001	87400000	822	6158	5.68E-06
7	87400001	87500000	839	348870	3.01E-06
7	87500001	87600000	758	499595	2.78E-06
7	87600001	87700000	722	29582	5.41E-06
7	87700001	87800000	580	71638	3.15E-06
7	87800001	87900000	454	959506	4.23E-06
7	87900001	88000000	371	84814	4.28E-06
7	88000001	88100000	454	3086	5.24E-06
7	88100001	88200000	528	5971	6.46E-06
7	88200001	88300000	701	4375	7.27E-06
7	88300001	88400000	853	4413	7.26E-06
7	88400001	88500000	905	3917	6.66E-06
7	88500001	88600000	947	4170	7.93E-06
7	88600001	88700000	963	1090	7.85E-06
7	88700001	88800000	939	1331	7.76E-06
7	88800001	88900000	952	1349	8.15E-06
7	88900001	89000000	1030	1569	9.18E-06
7	89000001	89100000	1016	2901	8.26E-06
7	89100001	89200000	994	2443	6.87E-06
7	89200001	89300000	992	3698	6.26E-06
7	89300001	89400000	1081	1169	5.76E-06
7	89400001	89500000	1113	4620	4.27E-06
7	89500001	89600000	1130	3388	6.10E-06
7	89600001	89700000	1148	1833	5.38E-06
7	89700001	89800000	1182	198753	5.00E-06
7	89800001	89900000	1136	346915	2.44E-06
7	89900001	90000000	1140	227143	3.35E-06
7	90000001	90100000	1085	769240	2.45E-06
7	90100001	90200000	998	12783	4.28E-06
7	90200001	90300000	967	44096	3.44E-06
7	90300001	90400000	988	56617	4.31E-06
7	90400001	90500000	948	58159	3.72E-06
7	90500001	90600000	998	53505	5.09E-06
7	90600001	90700000	1027	45864	4.94E-06
7	90700001	90800000	959	75676	3.99E-06
7	90800001	90900000	946	384502	4.37E-06
7	90900001	91000000	889	6531	3.40E-06
7	91000001	91100000	889	16282	5.15E-06
7	91100001	91200000	904	21781	5.59E-06
7	91200001	91300000	842	9154	4.07E-06
7	91300001	91400000	816	7442	3.49E-06
7	91400001	91500000	700	58801	2.10E-06
7	91500001	91600000	617	251835	2.82E-06
7	91600001	91700000	611	841708	2.80E-06
7	91700001	91800000	461	1913314	2.02E-06
7	91800001	91900000	454	844251	1.81E-06
7	91900001	92000000	452	463924	2.71E-06
7	92000001	92100000	401	1334135	2.11E-06
7	92100001	92200000	369	893280	2.60E-06
7	92200001	92300000	334	2108985	2.31E-06
7	92300001	92400000	437	241724	1.51E-06
7	92400001	92500000	464	228362	2.40E-06
7	92500001	92600000	489	27412	3.92E-06
7	92600001	92700000	542	1308	3.36E-06
7	92700001	92800000	578	612428	4.39E-06
7	92800001	92900000	625	94135	3.34E-06
7	92900001	93000000	785	306443	1.86E-06
7	93000001	93100000	778	19104	5.43E-06
7	93100001	93200000	823	8701	5.26E-06
7	93200001	93300000	761	102595	5.93E-06
7	93300001	93400000	610	68668	6.01E-06
7	93400001	93500000	514	235774	5.38E-06
7	93500001	93600000	480	776859	4.53E-06
7	93600001	93700000	408	300666	5.28E-06
7	93700001	93800000	483	18210	5.74E-06
7	93800001	93900000	474	19371	4.32E-06
7	93900001	94000000	512	6896	4.28E-06
7	94000001	94100000	499	764850	4.49E-06
7	94100001	94200000	469	337519	2.68E-06
7	94200001	94300000	424	3423268	2.99E-06
7	94300001	94400000	462	13688	4.56E-06
7	94400001	94500000	428	1493	5.15E-06
7	94500001	94600000	431	62958	4.64E-06
7	94600001	94700000	505	31911	4.72E-06
7	94700001	94800000	534	40742	4.86E-06
7	94800001	94900000	448	97163	4.42E-06
7	94900001	95000000	320	209870	2.80E-06
7	95000001	95100000	327	964539	1.48E-06
7	95100001	95200000	333	123665	3.52E-06
7	95200001	95300000	332	139891	3.73E-06
7	95300001	95400000	393	5323	3.73E-06
7	95400001	95500000	531	14568	4.03E-06
7	95500001	95600000	681	39545	2.86E-06
7	95600001	95700000	721	52149	4.13E-06
7	95700001	95800000	747	516494	2.58E-06
7	95800001	95900000	802	305490	2.38E-06
7	95900001	96000000	773	102999	4.07E-06
7	96000001	96100000	807	805	3.91E-06
7	96100001	96200000	921	5416	4.70E-06
7	96200001	96300000	991	44296	5.41E-06
7	96300001	96400000	1031	715464	3.73E-06
7	96400001	96500000	1045	538	5.85E-06
7	96500001	96600000	1048	96160	4.38E-06
7	96600001	96700000	991	199154	4.86E-06
7	96700001	96800000	981	78683	3.61E-06
7	96800001	96900000	987	147802	5.53E-06
7	96900001	97000000	964	1282	6.83E-06
7	97000001	97100000	917	1326	7.12E-06
7	97100001	97200000	924	899	6.78E-06
7	97200001	97300000	911	719	7.19E-06
7	97300001	97400000	854	21243	5.99E-06
7	97400001	97500000	765	1175644	5.19E-06
7	97500001	97600000	636	411196	1.11E-05
7	97600001	97700000	522	58689	3.43E-06
7	97700001	97800000	460	139074	2.83E-06
7	97800001	97900000	375	1111301	2.75E-06
7	97900001	98000000	294	1314755	2.08E-06
7	98000001	98100000	249	1605187	3.63E-06
7	98100001	98200000	344	881	4.79E-06
7	98200001	98300000	470	26831	3.80E-06
7	98300001	98400000	560	365	4.82E-06
7	98400001	98500000	526	174335	3.86E-06
7	98500001	98600000	470	1330566	1.35E-06
7	98600001	98700000	451	1138989	2.14E-06
7	98700001	98800000	379	145013	2.01E-06
7	98800001	98900000	288	40894	2.83E-06
7	98900001	99000000	233	3646629	2.34E-06
7	99000001	99100000	263	2986569	1.59E-06
7	99100001	99200000	288	1157527	2.91E-06
7	99200001	99300000	332	474415	3.01E-06
7	99300001	99400000	430	42096	2.86E-06
7	99400001	99500000	438	313006	2.54E-06
7	99500001	99600000	391	300597	2.37E-06
7	99600001	99700000	254	5506271	1.92E-06
7	99700001	99800000	205	1900311	2.94E-06
7	99800001	99900000	198	483499	4.53E-06
7	99900001	100000000	204	1599080	5.46E-06
7	100000001	100100000	172	1505262	2.56E-06
7	100100001	100200000	186	685439	3.43E-06
7	100200001	100300000	242	2587282	1.96E-06
7	100300001	100400000	247	332416	2.78E-06
7	100400001	100500000	336	3325945	1.93E-06
7	100500001	100600000	433	17072	2.62E-06
7	100600001	100700000	NaN	674679	3.58E-06
7	100700001	100800000	272	2546770	3.81E-06
7	100800001	100900000	199	3333565	3.08E-06
7	100900001	101000000	258	300229	3.21E-06
7	101000001	101100000	278	18451	3.68E-06
7	101100001	101200000	280	18423	3.62E-06
7	101200001	101300000	246	22371	2.49E-06
7	101300001	101400000	179	5808	2.98E-06
7	101400001	101500000	162	111127	3.04E-06
7	101500001	101600000	233	194884	1.42E-06
7	101600001	101700000	348	207862	1.89E-06
7	101700001	101800000	416	270009	2.82E-06
7	101800001	101900000	461	788788	2.44E-06
7	101900001	102000000	361	800432	3.50E-06
7	102000001	102100000	202	1271606	2.77E-06
7	102100001	102200000	174	1479638	9.16E-06
7	102200001	102300000	230	1377552	8.95E-06
7	102300001	102400000	208	535563	4.80E-06
7	102400001	102500000	333	264213	5.46E-06
7	102500001	102600000	399	155468	2.22E-06
7	102600001	102700000	456	73441	3.21E-06
7	102700001	102800000	510	937313	1.94E-06
7	102800001	102900000	579	274752	6.93E-06
7	102900001	103000000	545	1816183	3.26E-06
7	103000001	103100000	620	678877	4.32E-06
7	103100001	103200000	698	80452	3.71E-06
7	103200001	103300000	762	45980	4.39E-06
7	103300001	103400000	853	12403	4.84E-06
7	103400001	103500000	886	4275	5.20E-06
7	103500001	103600000	948	4139	6.60E-06
7	103600001	103700000	954	6302	5.51E-06
7	103700001	103800000	966	154313	4.70E-06
7	103800001	103900000	927	238412	3.73E-06
7	103900001	104000000	868	456	6.03E-06
7	104000001	104100000	888	5836	4.88E-06
7	104100001	104200000	895	7041	6.04E-06
7	104200001	104300000	834	1700	6.12E-06
7	104300001	104400000	712	1287025	5.17E-06
7	104400001	104500000	619	354010	2.21E-06
7	104500001	104600000	518	36626	2.49E-06
7	104600001	104700000	414	553539	2.21E-06
7	104700001	104800000	381	1443621	1.70E-06
7	104800001	104900000	468	131289	2.30E-06
7	104900001	105000000	417	158243	2.37E-06
7	105000001	105100000	349	275600	2.48E-06
7	105100001	105200000	192	823937	1.92E-06
7	105200001	105300000	172	617438	1.63E-06
7	105300001	105400000	300	136597	2.56E-06
7	105400001	105500000	417	125849	2.35E-06
7	105500001	105600000	454	198519	2.15E-06
7	105600001	105700000	408	31925	2.87E-06
7	105700001	105800000	336	1067590	1.97E-06
7	105800001	105900000	311	649687	3.28E-06
7	105900001	106000000	370	336832	3.36E-06
7	106000001	106100000	472	10241	2.28E-06
7	106100001	106200000	580	5402	3.08E-06
7	106200001	106300000	595	101411	3.40E-06
7	106300001	106400000	628	147094	3.83E-06
7	106400001	106500000	679	43135	4.82E-06
7	106500001	106600000	633	78582	3.84E-06
7	106600001	106700000	700	17337	4.11E-06
7	106700001	106800000	644	91840	3.43E-06
7	106800001	106900000	627	937129	2.69E-06
7	106900001	107000000	611	184491	2.99E-06
7	107000001	107100000	674	132354	2.73E-06
7	107100001	107200000	753	141203	1.78E-06
7	107200001	107300000	753	789549	2.82E-06
7	107300001	107400000	579	333802	2.62E-06
7	107400001	107500000	515	251025	3.26E-06
7	107500001	107600000	486	2536378	1.65E-06
7	107600001	107700000	406	863296	2.94E-06
7	107700001	107800000	326	152930	2.82E-06
7	107800001	107900000	416	233637	2.73E-06
7	107900001	108000000	590	51064	3.09E-06
7	108000001	108100000	682	36825	3.27E-06
7	108100001	108200000	750	407822	3.09E-06
7	108200001	108300000	803	472982	3.25E-06
7	108300001	108400000	838	344	5.27E-06
7	108400001	108500000	950	512	6.34E-06
7	108500001	108600000	982	1066	8.34E-06
7	108600001	108700000	966	4651	5.53E-06
7	108700001	108800000	1013	726	7.14E-06
7	108800001	108900000	993	379	7.33E-06
7	108900001	109000000	1055	525	7.90E-06
7	109000001	109100000	1085	1225	8.52E-06
7	109100001	109200000	1105	506	6.64E-06
7	109200001	109300000	1124	12925	9.02E-06
7	109300001	109400000	1130	2736	8.24E-06
7	109400001	109500000	1078	1232	5.58E-06
7	109500001	109600000	1167	7735	7.41E-06
7	109600001	109700000	1146	5068	6.76E-06
7	109700001	109800000	1096	3935	5.06E-06
7	109800001	109900000	1082	8407	4.73E-06
7	109900001	110000000	1084	11023	4.49E-06
7	110000001	110100000	1042	12606	4.92E-06
7	110100001	110200000	973	14734	4.52E-06
7	110200001	110300000	905	6309	4.36E-06
7	110300001	110400000	827	73256	2.93E-06
7	110400001	110500000	849	37430	3.58E-06
7	110500001	110600000	871	40311	4.23E-06
7	110600001	110700000	843	23750	4.06E-06
7	110700001	110800000	840	76163	4.57E-06
7	110800001	110900000	780	121281	3.60E-06
7	110900001	111000000	752	112465	3.71E-06
7	111000001	111100000	541	90865	4.06E-06
7	111100001	111200000	617	99363	3.61E-06
7	111200001	111300000	441	17322	5.74E-06
7	111300001	111400000	418	131834	3.78E-06
7	111400001	111500000	438	88447	2.77E-06
7	111500001	111600000	568	92012	3.60E-06
7	111600001	111700000	636	36891	2.55E-06
7	111700001	111800000	718	52238	2.85E-06
7	111800001	111900000	650	78894	2.37E-06
7	111900001	112000000	550	331787	2.07E-06
7	112000001	112100000	431	272793	2.58E-06
7	112100001	112200000	412	478931	3.87E-06
7	112200001	112300000	470	874	4.62E-06
7	112300001	112400000	589	13574	3.99E-06
7	112400001	112500000	742	593465	2.35E-06
7	112500001	112600000	814	43503	2.86E-06
7	112600001	112700000	914	4685	4.27E-06
7	112700001	112800000	939	234445	3.08E-06
7	112800001	112900000	954	21857	6.04E-06
7	112900001	113000000	971	7163	6.82E-06
7	113000001	113100000	991	3005	5.87E-06
7	113100001	113200000	996	7059	9.24E-06
7	113200001	113300000	937	12648	7.02E-06
7	113300001	113400000	954	9677	6.26E-06
7	113400001	113500000	939	399	5.46E-06
7	113500001	113600000	914	13850	5.36E-06
7	113600001	113700000	805	4963	6.08E-06
7	113700001	113800000	704	22381	4.45E-06
7	113800001	113900000	640	17731	4.79E-06
7	113900001	114000000	795	21631	4.45E-06
7	114000001	114100000	828	22126	4.61E-06
7	114100001	114200000	708	15620	3.78E-06
7	114200001	114300000	626	23686	3.52E-06
7	114300001	114400000	514	41062	5.85E-06
7	114400001	114500000	540	1890	4.92E-06
7	114500001	114600000	522	64392	3.57E-06
7	114600001	114700000	520	314091	3.08E-06
7	114700001	114800000	542	3098	3.97E-06
7	114800001	114900000	587	727	5.00E-06
7	114900001	115000000	613	216	4.72E-06
7	115000001	115100000	635	225	4.99E-06
7	115100001	115200000	647	490	4.32E-06
7	115200001	115300000	680	187	4.87E-06
7	115300001	115400000	629	1122	5.25E-06
7	115400001	115500000	605	647	4.68E-06
7	115500001	115600000	616	70114	3.68E-06
7	115600001	115700000	538	23706	5.13E-06
7	115700001	115800000	502	48451	3.52E-06
7	115800001	115900000	363	766509	2.53E-06
7	115900001	116000000	254	31651	2.53E-06
7	116000001	116100000	258	46963	2.86E-06
7	116100001	116200000	187	1695281	2.24E-06
7	116200001	116300000	159	786494	2.18E-06
7	116300001	116400000	178	896477	3.07E-06
7	116400001	116500000	262	1422659	2.77E-06
7	116500001	116600000	185	1062826	2.42E-06
7	116600001	116700000	181	106032	3.16E-06
7	116700001	116800000	297	172372	1.95E-06
7	116800001	116900000	389	237969	2.56E-06
7	116900001	117000000	392	6725	2.96E-06
7	117000001	117100000	387	1563	3.71E-06
7	117100001	117200000	394	83151	2.67E-06
7	117200001	117300000	447	124755	2.67E-06
7	117300001	117400000	480	123382	2.65E-06
7	117400001	117500000	566	57278	3.25E-06
7	117500001	117600000	674	9020	3.50E-06
7	117600001	117700000	791	3514	4.48E-06
7	117700001	117800000	861	5915	4.09E-06
7	117800001	117900000	878	584235	3.60E-06
7	117900001	118000000	922	13158	5.14E-06
7	118000001	118100000	983	9228	5.79E-06
7	118100001	118200000	974	3130	6.23E-06
7	118200001	118300000	1035	2049	7.67E-06
7	118300001	118400000	1052	455	6.11E-06
7	118400001	118500000	1075	3616	8.48E-06
7	118500001	118600000	1079	8907	7.19E-06
7	118600001	118700000	NaN	2199	8.22E-06
7	118700001	118800000	NaN	1179	6.93E-06
7	118800001	118900000	1111	1661	7.57E-06
7	118900001	119000000	1122	1812	1.07E-05
7	119000001	119100000	1155	1646	9.41E-06
7	119100001	119200000	1121	11176	8.23E-06
7	119200001	119300000	1115	21535	9.65E-06
7	119300001	119400000	1093	29073	7.97E-06
7	119400001	119500000	NaN	14428	9.80E-06
7	119500001	119600000	1072	12285	8.78E-06
7	119600001	119700000	998	453	9.13E-06
7	119700001	119800000	1013	914	9.55E-06
7	119800001	119900000	1001	287	7.71E-06
7	119900001	120000000	960	13897	6.95E-06
7	120000001	120100000	962	54545	5.43E-06
7	120100001	120200000	924	52219	5.05E-06
7	120200001	120300000	903	8734	6.74E-06
7	120300001	120400000	856	14581	4.58E-06
7	120400001	120500000	717	171862	4.32E-06
7	120500001	120600000	634	73049	4.24E-06
7	120600001	120700000	514	156960	3.58E-06
7	120700001	120800000	450	82911	3.73E-06
7	120800001	120900000	500	39810	5.14E-06
7	120900001	121000000	534	574176	3.86E-06
7	121000001	121100000	535	135493	2.21E-06
7	121100001	121200000	602	3882	3.10E-06
7	121200001	121300000	635	263	3.62E-06
7	121300001	121400000	775	412	2.97E-06
7	121400001	121500000	893	182	2.78E-06
7	121500001	121600000	907	13931	1.64E-06
7	121600001	121700000	935	95250	2.46E-06
7	121700001	121800000	971	222128	2.37E-06
7	121800001	121900000	988	27249	3.22E-06
7	121900001	122000000	1007	138487	3.37E-06
7	122000001	122100000	1005	81810	2.57E-06
7	122100001	122200000	1046	71771	3.26E-06
7	122200001	122300000	1042	51022	3.87E-06
7	122300001	122400000	NaN	43123	2.70E-06
7	122400001	122500000	1027	26050	3.53E-06
7	122500001	122600000	993	24736	2.56E-06
7	122600001	122700000	972	170	4.48E-06
7	122700001	122800000	945	179	4.26E-06
7	122800001	122900000	955	817	4.19E-06
7	122900001	123000000	931	2009	3.52E-06
7	123000001	123100000	893	6617	5.68E-06
7	123100001	123200000	779	400736	3.07E-06
7	123200001	123300000	644	5330	3.10E-06
7	123300001	123400000	536	696721	1.81E-06
7	123400001	123500000	402	1769	3.37E-06
7	123500001	123600000	443	8877	4.48E-06
7	123600001	123700000	541	1220	3.49E-06
7	123700001	123800000	675	3606	4.70E-06
7	123800001	123900000	670	337	5.69E-06
7	123900001	124000000	680	1459	4.16E-06
7	124000001	124100000	648	7453	5.05E-06
7	124100001	124200000	589	4572	6.16E-06
7	124200001	124300000	524	472	4.94E-06
7	124300001	124400000	496	19222	5.62E-06
7	124400001	124500000	462	238038	3.97E-06
7	124500001	124600000	524	137571	3.80E-06
7	124600001	124700000	646	10188	6.62E-06
7	124700001	124800000	730	14930	5.77E-06
7	124800001	124900000	867	14684	7.08E-06
7	124900001	125000000	876	1314	6.46E-06
7	125000001	125100000	931	767	6.94E-06
7	125100001	125200000	920	278	7.87E-06
7	125200001	125300000	995	13779	9.05E-06
7	125300001	125400000	988	254	1.04E-05
7	125400001	125500000	948	143	8.69E-06
7	125500001	125600000	959	368	9.88E-06
7	125600001	125700000	907	205	8.90E-06
7	125700001	125800000	1064	413	1.07E-05
7	125800001	125900000	1082	455	1.06E-05
7	125900001	126000000	1128	272	1.02E-05
7	126000001	126100000	1081	10571	8.21E-06
7	126100001	126200000	1082	13207	7.72E-06
7	126200001	126300000	1046	5453	7.35E-06
7	126300001	126400000	1021	6163	6.42E-06
7	126400001	126500000	1020	8202	6.82E-06
